"soru_id","yil","ay","soru_no","soru_metni","secenek_A","secenek_B","secenek_C","secenek_D","dogru_cevap","kaynak"
"2024_2025_S07_sozel (1)","2024-2025","Bilinmiyor","7","Yapılan araştırmalarda renklerle ilgili şu sonuçlara varılmıştır: • Yaşadığı olaylar kişinin renklere olan bakış açısını değiştirir. • Renklere verilen anlamlar kültürlere göre farklılık gösterir. • Duygu ve düşünceler renklerden etkilenir. • Belirli bir dönem moda olmuş renkler kişilerin renk tercihini belirler. Aşağıdakilerden hangisi bu sonuçlardan herhangi birinin örneği olamaz?","Tuttuğu takımın renklerinde sarı olan bir gencin, kıyafetlerinde genellikle sarıyı tercih etmesi","Kahverengiyi pek sevmeyen birinin o yıl çok tutulduğu için kendisine kahverengi bir kıyafet alması","Evinin duvarlarını maviye boyatan birinin havuzda boğulma tehlikesi geçirdikten sonra mavi renkten rahatsız olmaya başlaması","Kırmızı renk insanlarda yeme isteği uyandırdığı için bir lokanta sahibinin lokanta tabelasını kırmızı renkte hazırlat­ ması","A","sozel (1)"
"2024_2025_S08_sozel (1)","2024-2025","Bilinmiyor","8","Meslek alanlarına yönelik bazı beceri türlerinin kullanım oranının önümüzdeki yıllarda değişmesi beklenmektedir. 2017’ye göre 2030 yılında çeşitli meslek alanlarına yönelik bazı beceri türlerinin kullanım oranlarında yaşanması öngö­ rülen değişim aşağıdaki tabloda gösterilmiştir. Temel işlemler becerisi EĞİTİM HUKUK SAĞLIK SANAT TARIM %-50 ila %-11 %1 ila %25 %26 ila %75 %76+ %-10 ila %0 Yaratıcılık becerisi Mekanik işlemler becerisi Girişimcilik becerisi Teknolojik beceri Bu tabloya göre, 2030 yılında beceri türlerinin kullanım oranlarında yaşanacak değişimle ilgili aşağıdakilerden hangisi söylenemez?","Yer tamlayıcısı / Zarf tamlayıcısı / Özne / Yüklem","Özne / Yüklem","Yer tamlayıcısı / Nesne / Yüklem","Zarf tamlayıcısı / Nesne / Özne / Yüklem","B","sozel (1)"
"2024_2025_S10_sozel (1)","2024-2025","Bilinmiyor","10","Bu akşam ne kadar da düşünceliydi ( ) Zaman akıp giderken biz nasıl onun gerisinde kalabiliriz ( ) dedi ve sonra eğdi başını bir papatya gibi ( ) Bir süre sustuktan sonra diline şu türkü dolandı ( ) Uzun ince bir yoldayım... Bu metinde yay ayraçla boş bırakılan yerlere sırasıyla aşağıdaki noktalama işaretlerinden hangisi getirilmelidir?","Sömürgecilik faaliyetleri hız kazanmıştır.","Üretimde büyük bir artış yaşanmıştır.","Yeni devlet rejimleri ortaya çıkmıştır.","Teknolojide büyük gelişmeler görülmüştür.","D","sozel (1)"
"2024_2025_S02_sozel (1)","2024-2025","Bilinmiyor","2","Aşağıda Sakarya Zaferi’nin sonuçlarından bazıları verilmiştir: • 1683 İkinci Viyana Kuşatması’ndan beri Avrupalılar karşısındaki geri çekiliş süreci sona erdi. • Halkın orduya güveni ve savaşın kazanılacağına olan inancı arttı. • Kütahya-Eskişehir Savaşları’nın olumsuz etkileri ortadan kalktı. Bu bilgilere göre aşağıdaki yorumlardan hangisi yapılamaz?","Kapitülasyonların kaldırılması","Manda ve himayenin reddedilmesi","Türk Kurtuluş Savaşı’nın gerçekleşmesi","Çok partili hayata geçiş denemelerinin yapılması","D","sozel (1)"
"2024_2025_S01_sozel (2)","2024-2025","Bilinmiyor","1","Yarıyılı fırsat bilen yerli turistin bir kısmı, kayak merkezlerinin ve termal otellerin; çoğunluğunu üniversite öğrencilerinin oluşturduğu diğer bir kısmı ise Doğu Ekspresi treniyle Kars’ın yolunu tutuyor. Bu metindeki altı çizili deyimlerin anlamları sırasıyla aşağıdakilerin hangisinde verilmiştir?","Bir imkâna kavuşmak - Gideceği yere ulaşmak","Bir şeyden belli bir amaçla hemen yararlanmak - Gitmeye başlamak","En uygun şartı, durumu veya zamanı kollamak - Tercihini belirlemek","Bir işi yapmak için uygun, elverişli şartı sağlamak - Kalabalık hâlde yolda olmak","B","sozel (2)"
"2024_2025_S02_sozel (2)","2024-2025","Bilinmiyor","2","Hiç kimse, herkesin yaptığı bir şeyi yaparak dünyayı değiştirmedi. Aşağıdakilerden hangisi bu cümleyle anlamca aynı doğrultuda değildir?","Değişimin anahtarı, başka bir yol açmaktır.","Mevcut düşünce sistemi devam ettirilerek dünya değiştirilemez.","Dünyanın değişimi insanın ona uyumuyla başlar.","Tek bir düşüncenin yaşadığı yerde değişim olmaz.","C","sozel (2)"
"2024_2025_S03_sozel (2)","2024-2025","Bilinmiyor","3","Bir şiiri ilk okuduğumda bilirim ki o şiir sadece şairine aittir. Bu yüzden bir yabancının şiiri gibi okurum onu. Mesafeli, hissiz, soğuk... Şiir kolumdan çekip de benim hayallerime bir köprü kurarsa; sözcüklerinde acılarımın, sevinçlerimin, heyecanlarımın yansımalarını bulursam iş değişir o zaman. İlk başta soğuk gelen sözcükler güneş olur, ısıtır içimi. İşte o zaman derim ki şaire: “Bu şiir artık sadece senin değil.” Bu parçada vurgulanan düşünce aşağıdakilerden hangisidir?","Gerçekleri anlatan şiirler şaire ait olmaktan uzaklaşır.","Okur, kendisinden bir şeyler bulduğunda şiirleri kendisine mal eder.","Şiir, samimi bir dille yazılırsa okur tarafından sevilir.","Şiir, şairin yüklediği anlamın dışına okurun hayal gücüyle çıkar.","B","sozel (2)"
"2024_2025_S04_sozel (2)","2024-2025","Bilinmiyor","4","Gazeteci: - - - -? Yazar: Yaşadığım şehirlerin hayatımdaki yerini tarif etmem imkânsız. Tokat’ta yaşıyorum ve bu şehri her noktasıyla ruhumda hissediyorum. Öykümde, şiirimde bu şehirden izler var. Çocukluğuma dair her şey ise Sakarya’dan kalma. İlk şiirlerim, öykülerim bu şehrin izlerini taşıyor. Gazeteci: - - - -? Yazar: Yazarken en önemli kaynağım yaşadıklarım. Şahit olduğum ve ruha dokunan anları not ediyorum. Gün geliyor bunlar ya bir şiirin ya da bir öykünün içinde kendine yer buluyor. Bir zaman sokakta tanıştığım Ahmet bir öykü­ nün kahramanı oluveriyor. Bu konuşmada boş bırakılan yerlere düşüncenin akışına göre, sırasıyla aşağıdakilerden hangisi getirilmelidir?","Deyime yer vermeleri","Öğüt vermeleri","Soru yoluyla dikkat çekmeleri","Açık ve anlaşılır dile sahip olmaları","B","sozel (2)"
"2024_2025_S06_sozel (2)","2024-2025","Bilinmiyor","6","Bir dikiş iğnesiyle atılan minicik düğümler birbirine eklenerek işleyenin elinde gözleri kamaştıran motiflere dönüşür, kelimeleri aşan manalara ulaşır. Her motif vardığı diyarlarda, ulaştığı ellerde sese, kelimeye ihtiyaç duymaksızın farklı şeyleri konuşur. Anadolu’da işlenen “çayır çimen” adlı oyanın motifleri “Aramız, çayır çimen huzurunda olsun.” niyetini dile getirir mesela. İğne oyaları, bir mühendisin ince hesaplamalar neticesinde çizdiği büyük projelere eş değer kıymet­ tedir. İşlevsellik bakımından iğne oyalarındaki her bir düğümün, harika yapılar oluşturmak için konmuş bir tuğladan farkı yoktur. Bu metnin anlatımında aşağıdaki düşünceyi geliştirme yollarından hangisi yoktur?","Karşılaştırma","Tanımlama","Benzetme","Örnekleme","B","sozel (2)"
"2024_2025_S07_sozel (2)","2024-2025","Bilinmiyor","7","Spor medyasında eskiden Türkçe daha doğru bir biçimde kullanılırdı. Haber ve yorum yapılırken dil bilgisi kurallarına özellikle uyulurdu. Oysa şimdi bakıldığında “dil bilgisi”nin, spor medyasına uzak bir kavram olduğu görülüyor. Bana göre burada bir özensizlik ve yetersizlik var. Maalesef, bu özensizlik spor medyasını takip eden gençlerimizin diline de yerleş­ mekte ve gün geçtikçe dilimizi yozlaştırmaktadır. Bu parça aşağıdaki metin türlerinden hangisine örnek olabilir?","Makale","Günlük","Fıkra","Anı","C","sozel (2)"
"2024_2025_S08_sozel (2)","2024-2025","Bilinmiyor","8","Bir öğretmen, öğrencilerinden aşağıda verilen ölçütlere göre bir paragraf yazmalarını istemiştir. • Konuyu doğrudan yansıtan bir başlık olmalıdır. • Konu merak uyandıracak biçimde ele alınmalıdır. • Konuyla ilişkili bir görsel kullanılmalıdır. • Metinde konu, başlık ve görsel uyumuna dikkat edilmelidir. Buna göre aşağıdakilerden hangisi öğretmenin istediği nitelikte değildir?","Elektrik Üreten Bitkiler Çok yakın bir gelecekte evlerimizin çatıları kiremit yerine yeşil bitkilerle kaplanacak. Çatıların elektrik üretmek amacıyla tasarlanmış olduğunu hayal edebiliyor musunuz? Aslında hayal değil gerçek. Bilim insanları, klorofillerdeki fotosentez proteinlerini kullanarak güneş ışığını elektrik akımına dönüştürmeyi başardı.","Bitkiler de Hisseder Bitkiler çevrelerinde olup bitenin ne kadarının farkında? Acaba çalılar birisinin kendi­ lerine değip geçtiğini biliyor mu? Peki ya çimler, üzerlerine basıldığının farkında mı? Bitkilerin bizimkilere benzeyen duyu organları olmasa da onlar yine de hisseder ve çevrelerinde olup bitenleri algılar.","Mühendislere İlham Veren Kozalak İlkbahar ve yaz aylarında yere düşen kozalaklar hepinizin dikkatini çekmiştir. Peki kozalakların nemli ortamda kapandığını, kuru ortamda ise açıldığını biliyor muydu­ nuz? Bu durum mühendislerin de dikkatini çekmiştir. Mühendisler kozalağın bu yapısını taklit ederek yeni malzemeler geliştirmeye çalışmışlardır.","Bal Arılarından Gelen Sağlık: Propolis Propolisin başka adlarının da olduğunu biliyor muydunuz? Belki ilk kez duydunuz ama halk arasında eğir mumu, arı mumu, kirebolu, laden gibi adlarla biliniyor. Propo­ lis terimi bize bitkilerle bal arılarının müthiş bir uyumla ürettiği bir ürünü anlatıyor. Bal arıları propolisi, bitkilerin kendilerini korumak için salgıladığı reçinemsi maddeden üretiyor.","D","sozel (2)"
"2024_2025_S09_sozel (2)","2024-2025","Bilinmiyor","9","Üzüm yetiştiriciliği yapan Ahmet Bey’in, 2010-2016 yıllarına ait üretim miktarı, üretim maliyeti ve kâr grafikleri aşağıda gösterilmiştir. 2010 10 Ton Grafik 1: Yıllara Göre Üzüm Üretimi Yıl 15 20 25 2012 2014 2016 2011 2013 2015 2010 2011 2013 2015 10 Bin TL Grafik 3: Yıllara Göre Kâr Yıl 15 20 25 2012 2014 2016 2011 2013 2015 2010 10 Bin TL Grafik 2: Yıllara Göre Üretim Maliyeti Yıl 20 30 40 2012 2014 2016 Bu grafiklere göre aşağıdaki yargılardan hangisi yanlıştır?","Üretim ve maliyetin sabit kaldığı yıllarda kâr düşmüştür.","Üretimin azaldığı yıllarda maliyet de azalmıştır.","Maliyetin arttığı yıllarda kâr düşmemiştir.","Üretimin arttığı yıllarda kâr artmamıştır.","B","sozel (2)"
"2024_2025_S10_sozel (2)","2024-2025","Bilinmiyor","10","I. Güneş, ömrünün sonunda bir kara deliğe dönüşecek. II. Alçalan hava; bulut ve yağmur oluşumunu engeller. III. Kalpten çıkan kan, oksijeni bütün dokulara taşır. IV. Rüzgâr, türbinin kanatlarını hareket ettirerek mekanik enerjiyi elektrik enerjisine çevirir. Numaralanmış cümlelerin hangisinde fiil, nesnesine göre farklı çatıdadır?","Ülkenin güçlü bir ekonomiye sahip olması gerektiğini","Temel hedefin çağdaş uygarlık düzeyine çıkmak olduğunu","Ülkedeki bütün vatandaşların kanun önünde eşit tutulduğunu","Cumhuriyet yönetiminin halkın istek ve arzusuyla oluştuğunu","A","sozel (2)"
"2024_2025_S01_sozel","2024-2025","Bilinmiyor","1","Kafamda onlarca öykü çekirdeği var, bakalım hangi biri filizlenip gün ışığına çıkabilecek. Altı çizili sözcüğün bu cümleye kattığı anlam aşağıdakilerin hangisinde vardır?","Projenin temelini daha üniversitede okurken oluşturmuştu.","Filmin en önemli sahnesi, çocuğun konuşmaya başladığı sahneydi.","Yöneticimiz eleştirel düşünceleri her zaman dikkate alırdı.","Yazacağı romanın ana bölümünü tamamlamış, diğer bölümlere geçmişti.","A","sozel"
"2024_2025_S02_sozel","2024-2025","Bilinmiyor","2","Aşağıdaki dizelerin hangisinde “deniz” kavramı kişileştirilmemiştir?","Utandı deniz, durdu önce, Sonra ağır ağır geriledi","Deniz engin bir sudur, tuzlu, yeşil, dalgalı, Kenarlarını süsler bazı beyaz bir yalı.","Av peşinde martılar Onlar denizle oynar, deniz onlarla","Batır beni ey kederlerimin denizi! Faydasız, denizler bile bugün yorgun.","B","sozel"
"2024_2025_S03_sozel","2024-2025","Bilinmiyor","3","I. Yüzyıllar boyunca Doğu’yla Batı arasında geçişi sağlayan bu köprü, birçok ilginç ve büyük olaya sahne olur. II. Osmanlıda sadrazamlığa kadar yükselen Sokullu Mehmet Paşa, sadrazam olunca şimdiki adı Mehmet Paşa Köprüsü olan Drina Köprüsü’nü yaptırır. III. Roman, köprünün yapılışından 1900’lere kadar olan tarihini Bosna tarihi üzerinden anlatır. IV. İvo Andriç de “Drina Köprüsü” adlı eserinde roman kişisi olarak bu köprüyü seçer. V. Eserde, bu tarihî akış içinde Bosna’daki çeşitli etnik unsurların, dinlerin, toplumların gelişimi de ayrıntılı olarak ve­ rilir. Numaralanmış cümlelerle anlamlı bir metin oluşturulduğunda hangisi baştan dördüncü sırada yer alır?","Farklı düşünceler karşılaştırılarak bir sonuca ulaşılmıştır.","Güncel bir sorun sohbet havasında yorumlanmıştır.","Bir konu açıklayıcı bir anlatımla ele alınmıştır.","Bir düşünce örneklerle çürütülmeye çalışılmıştır.","B","sozel"
"2024_2025_S05_sozel","2024-2025","Bilinmiyor","5","Türk resim sanatında yeni bir dönemin öncüsü olan ve “Çallı Kuşağı” olarak da adlandırılan 1914 kuşağının özgün ressamlarından Avni Lifij’in otoportrelerinden, manzara resimlerinden ayrıca bir eleştirmen-yazar ve fotoğraf sanatçısı olarak yaptığı çalışmalardan oluşan 800’ü aşkın eseri Sakıp Sabancı Müzesi’nde sergilenmektedir. Bu cümleden “Avni Lifij” ile ilgili aşağıdaki yargılardan hangisine kesinlikle ulaşılır?","Farklı sanat dallarında eserleri bulunmaktadır.","Çallı Kuşağı’nın en ünlü temsilcisidir.","Eserlerinin tamamı Sakıp Sabancı Müzesi’nde sergilenmektedir.","1914 kuşağının öncüsüdür.","B","sozel"
"2024_2025_S06_sozel","2024-2025","Bilinmiyor","6","Gerçek hayatla sanat eseri arasında yakınlık arayanların, sanat eserini sanatçının hayatı ile açıklamaya çalışanların en büyük hatası sanat eserini gerçeği yansıtan bir ayna olarak görmeleridir. Bu hataya düşenler sanat eserinin alışılmış bir düzeni değiştirmekle, yeni bir anlayış, yeni bir dünya getirmekle yükümlü olduğunu göz ardı ederler. Hâliyle gerçek hayattan hareket ederek sanat eseriyle ilgili bir yargıya varmak, sanatçının hayatından işe girişerek eseri anlatmaya çalışmak hep yanlış bir sonuç vermiştir. Bu nedenlerden dolayı da sanat eseri bazı kimselerce, var olanı tespit etmeye yarayan basit bir araca dönüştürülmüştür. Aşağıdakilerden hangisi bu metinde eleştirilen bir durumdur?","Sanat eserleriyle ilgili olumsuz yorumların sanatın gelişimine engel olması","Sanat eserlerini eleştirenlerin tarafsız davranmaması","Sanat eseri değerlendirilirken sanatçının hayatından bağımsız düşünülmemesi","Sanatçıların, sanat eseriyle yeni bir hayat görüşü sunmamaları","C","sozel"
"2024_2025_S07_sozel","2024-2025","Bilinmiyor","7","Ekonomi türleri aşağıdaki görselde verilmiştir: Ham maddeyi al Geri dönüştür Yeniden kullan Tamir et Dönüştür Döngüsel Ekonomi Üret Kullan Doğrusal Ekonomi Ham maddeyi al Üret Kullan At ÇÖP Ham maddeyi al Geri dönüştür Geri Dönüşüm Ekonomisi Üret Kullan At ÇÖP Buna göre, ekonomi türlerindeki “Ham maddeyi al ve üret.” aşamalarının gerçekleştiği varsayıldığında aşağıdakilerden hangisi geri dönüşüm ekonomisinin örneği olabilir?","Kağan, sürekli reklamı yapılan bir kazağı satın alır. Kazağı uzun bir süre giydikten sonra kendisine küçük gelmeye başladığını görür. Bu yüzden kazağı kardeşine verir. Kardeşi de bir süre giydikten sonra eskiyen kazağı çöp kutusuna bırakır.","Aybike, bozulan cep telefonunu yaptırır. Cep telefonunu yaptırdıktan sonra tekrar bozulduğu için onu atmak yerine bir firmanın “Eskisini getir, yenisini uygun fiyata götür.” kampanyasından yararlanır. Firma geri aldığı ürünü dönüştürerek ekonomiye yeniden kazandırır. Böylelikle Aybike, giderek tükenen kaynaklar sorununun çözümüne katkıda bulunan bilinçli bir vatandaş olur.","Banuçiçek, doğanın korunması ve tüketimin azaltılması farkındalığıyla evdeki kullanılmayan pet şişeleri atmayıp bu şişelerden saksı ve kalemlik yaptı. Böylelikle Banuçiçek geçmiş kuşaklardan miras aldığı dünyayı ayakta tutmak için bir katkıda bulundu.","Tuğra, ailesinin aldığı beyaz eşya kutularını kullanarak bahçesindeki kediler için ev yaptı. Böylece doğaya katkıda bulunmak istedi ancak yağmur sebebiyle kedi evleri ıslanınca onları çöpe atmak zorunda kaldı.","D","sozel"
"2024_2025_S08_sozel","2024-2025","Bilinmiyor","8","Aşağıdaki cümlelerin hangisinde sıfat-fiil vardır?","22,3 22,4 19,8 18,8 17,4 16,4 16,5 15,6 Akdeniz 2017 Ege Denizi Marmara Denizi Karadeniz 2018 22,3 22,4 19,8 18,8 17,4 16,4 16,5 15,6 Akdeniz 2017 Ege Denizi Marmara Denizi Karadeniz 2018 22,3 22,4 19,8 18,8 17,4 16,4 16,5 15,6 Akdeniz 2017 Ege Denizi Marmara Denizi Karadeniz 2018 22,3 22,4 19,8 18,8 17,4 16,4 16,5 15,6 Akdeniz 2017 Ege Denizi Marmara Denizi Karadeniz","Rüzgârla taşınan devasa toz kütlesi, Amazon’daki bitkileri büyütüyor.","B)","","B","sozel"
"2024_2025_S10_sozel","2024-2025","Bilinmiyor","10","Aşağıdaki cümlelerin hangisinde yazım yanlışı yoktur?","Ordunun ihtiyaçlarını daha hızlı karşılamak amacıyla çıkarılmıştır.","Mustafa Kemal’e başkomutanlık yetkisinin verilmesinde milletvekilleri etkili olmuştur.","Başkomutana tek başına karar verme ve uygulama imkanı sağlamıştır.","Ülkedeki iki başlılığı ortadan kaldırarak rejim tartışmalarını sona erdirmiştir.","C","sozel"
